date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:39	50230/50230	---MC-	200	added ('OK')	text/javascript	date:Tue,%2027%20Sep%202022%2022:01:05%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/YT%20Copy/www.google-analytics.com/analytics.js	(from https://www.youtube.com/creators/)
11:35:40	855358/855358	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Oct%202022%2006:05:25%20GMT	https://www.youtube.com/creators/static/compiled/index.min.css	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/static/compiled/index.min.css	(from https://www.youtube.com/creators/)
11:35:41	220481/220481	---M--	200	added ('OK')	text/javascript	date:Sun,%2023%20Oct%202022%2006:05:26%20GMT	https://www.youtube.com/creators/static/compiled/index.min.js	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/static/compiled/index.min.js	(from https://www.youtube.com/creators/)
11:35:41	1150/1150	---M-Z	200	added ('OK')	image/x-icon	date:Tue,%2018%20Jan%202022%2018:55:23%20GMT	https://www.youtube.com/yts/img/favicon-vfl8qSV2F.ico	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/yts/img/favicon-vfl8qSV2F.ico	(from https://www.youtube.com/creators/)
11:35:42	348/348	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jan%202022%2018:55:23%20GMT	https://www.youtube.com/yts/img/favicon_32-vflOogEID.png	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/yts/img/favicon_32-vflOogEID.png	(from https://www.youtube.com/creators/)
11:35:43	15279/15279	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jan%202022%2018:55:23%20GMT	https://www.youtube.com/yts/img/favicon_48-vflVjB_Qk.png	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/yts/img/favicon_48-vflVjB_Qk.png	(from https://www.youtube.com/creators/)
11:35:43	15346/15346	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jan%202022%2018:55:23%20GMT	https://www.youtube.com/yts/img/favicon_96-vflW9Ec0w.png	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/yts/img/favicon_96-vflW9Ec0w.png	(from https://www.youtube.com/creators/)
11:35:44	16275/16275	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jan%202022%2018:55:23%20GMT	https://www.youtube.com/yts/img/favicon_144-vfliLAfaB.png	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/yts/img/favicon_144-vfliLAfaB.png	(from https://www.youtube.com/creators/)
11:35:45	131944/131944	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:30%20GMT	https://www.youtube.com/creators/how-things-work/getting-started/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/how-things-work/getting-started/index.html	(from https://www.youtube.com/creators/)
11:35:45	137426/137426	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:30%20GMT	https://www.youtube.com/creators/welcome-creators/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/welcome-creators/index.html	(from https://www.youtube.com/creators/)
11:35:45	135599/135599	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:31%20GMT	https://www.youtube.com/creators/how-things-work/building-community/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/how-things-work/building-community/index.html	(from https://www.youtube.com/creators/)
11:35:45	955505/955505	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:30%20GMT	https://www.youtube.com/channel/UCkRfArvrzheW2E7b6SVT7vQ	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/channel/UCkRfArvrzheW2E7b6SVT7vQ.html	(from https://www.youtube.com/creators/)
11:36:18	129623/129623	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:31%20GMT	https://www.youtube.com/creators/how-things-work/video-monetization/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/how-things-work/video-monetization/index.html	(from https://www.youtube.com/creators/)
11:36:18	136983/136983	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:32%20GMT	https://www.youtube.com/creators/how-things-work/content-creation-strategy/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/how-things-work/content-creation-strategy/index.html	(from https://www.youtube.com/creators/)
11:36:18	314985/314985	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:31%20GMT	https://www.youtube.com/musicpremium	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/musicpremium.html	(from https://www.youtube.com/creators/)
11:36:18	192994/192994	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:05:32%20GMT	https://www.youtube.com/creators/how-things-work/policies-guidelines/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/how-things-work/policies-guidelines/index.html	(from https://www.youtube.com/creators/)
11:36:19	110615/110615	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:06:05%20GMT	https://www.youtube.com/creators/how-things-work/get-involved/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/how-things-work/get-involved/index.html	(from https://www.youtube.com/creators/)
11:36:19	100638/100638	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:06:05%20GMT	https://www.youtube.com/creators/podcasting-on-youtube/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/podcasting-on-youtube/index.html	(from https://www.youtube.com/creators/)
11:36:19	150140/150140	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2006:06:05%20GMT	https://www.youtube.com/creators/top-questions/	C:/My%20Web%20Sites/YT%20Copy/www.youtube.com/creators/top-questions/index.html	(from https://www.youtube.com/creators/)
